% 1. Motion Testdata
%
% 2. Sources:
%	(a) Creator: Timo Sztyler
%	(b) Date: 1438939089287
%
@RELATION motion

@ATTRIBUTE id NUMERIC
@ATTRIBUTE subjectID NUMERIC
@ATTRIBUTE windowID NUMERIC
@ATTRIBUTE mean_x NUMERIC
@ATTRIBUTE mean_y NUMERIC
@ATTRIBUTE mean_z NUMERIC
@ATTRIBUTE sd_x NUMERIC
@ATTRIBUTE sd_y NUMERIC
@ATTRIBUTE sd_z NUMERIC
@ATTRIBUTE variance_x NUMERIC
@ATTRIBUTE variance_y NUMERIC
@ATTRIBUTE variance_z NUMERIC
@ATTRIBUTE median_x NUMERIC
@ATTRIBUTE median_y NUMERIC
@ATTRIBUTE median_z NUMERIC
@ATTRIBUTE iqr_x NUMERIC
@ATTRIBUTE iqr_y NUMERIC
@ATTRIBUTE iqr_z NUMERIC
@ATTRIBUTE mad_x NUMERIC
@ATTRIBUTE mad_y NUMERIC
@ATTRIBUTE mad_z NUMERIC
@ATTRIBUTE kurtosis_x NUMERIC
@ATTRIBUTE kurtosis_y NUMERIC
@ATTRIBUTE kurtosis_z NUMERIC
@ATTRIBUTE energy_x NUMERIC
@ATTRIBUTE energy_y NUMERIC
@ATTRIBUTE energy_z NUMERIC
@ATTRIBUTE entropyF_x NUMERIC
@ATTRIBUTE entropyF_y NUMERIC
@ATTRIBUTE entropyF_z NUMERIC
@ATTRIBUTE meanDC_x NUMERIC
@ATTRIBUTE meanDC_y NUMERIC
@ATTRIBUTE meanDC_z NUMERIC
@ATTRIBUTE cc_x NUMERIC
@ATTRIBUTE cc_y NUMERIC
@ATTRIBUTE cc_z NUMERIC
@ATTRIBUTE gravity_x NUMERIC
@ATTRIBUTE gravity_y NUMERIC
@ATTRIBUTE gravity_z NUMERIC
@ATTRIBUTE orientation_x NUMERIC
@ATTRIBUTE orientation_y NUMERIC
@ATTRIBUTE orientation_z NUMERIC
@ATTRIBUTE entropyT_x NUMERIC
@ATTRIBUTE entropyT_y NUMERIC
@ATTRIBUTE entropyT_z NUMERIC
@ATTRIBUTE orientationDZ NUMERIC
@ATTRIBUTE humanactivities STRING
@ATTRIBUTE humanpositions STRING
@ATTRIBUTE class {climbingdown,climbingup,jumping,lying,standing,sitting,running,walking}
@ATTRIBUTE deviceposition STRING

@DATA
1185,1,11,2.50596,4.83087,1.84219,1.75973,3.19989,1.78478,3.09664,10.23926,3.18544,2.63860,3.83511,1.31949,2.34571,4.27759,1.38073,1.39815,2.67761,1.24775,4.00507,2.62122,6.81093,486.05806,1735.37330,337.21180,3.13549,3.13549,3.13549,1.57443,16.98598,11.33922,0.40186,0.26719,0.34574,-0.43540,8.01528,0.12047,-3.10929,89.13888,164.53322,3.89182,3.89182,3.89182,9,unknown,unknown,running,chest
1186,1,12,2.44558,5.02991,1.92577,2.29923,3.56217,1.85908,5.28647,12.68903,3.45619,2.01752,3.83511,1.21074,2.72860,5.23923,1.90712,1.65360,3.02883,1.39909,10.03546,2.13009,5.66517,566.61965,1924.95918,369.04895,3.13549,3.13549,3.13549,27.00655,45.18597,7.55427,0.29019,0.36587,0.22608,-0.60467,8.26058,0.24109,-4.18656,88.32823,158.26185,3.89182,3.89182,3.89182,9,unknown,unknown,running,chest
1187,1,13,1.99883,4.64798,1.47994,2.15346,3.39716,1.39261,4.63741,11.54072,1.93935,1.40196,3.91884,1.11228,1.89722,4.36516,1.56812,1.36155,2.74983,1.04269,15.16206,2.40514,5.66265,445.62951,1680.77976,212.76881,3.13549,3.13549,3.13549,1.00796,41.21279,5.71792,0.31831,0.32660,0.34468,-0.54370,8.50559,0.32162,-3.65755,87.83454,149.39436,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1188,1,14,1.86178,4.49898,1.27653,1.23244,3.17250,1.21847,1.51890,10.06478,1.48467,1.79929,3.87634,0.91953,1.92805,3.70526,1.12650,1.00792,2.49061,0.87217,2.91110,2.70229,5.29288,244.66691,1560.90248,157.55151,3.13549,3.13549,3.13549,25.30145,21.65846,12.53334,0.13890,0.10838,0.25029,-0.58547,8.56193,0.29937,-3.91183,87.99748,152.91812,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1189,1,15,2.32802,5.36198,1.57645,1.97770,3.38394,1.55458,3.91131,11.45108,2.41672,1.96189,4.87716,1.11593,1.87002,5.95864,1.76374,1.33660,2.85586,1.22277,10.39472,1.92031,3.70070,481.65769,2063.28266,246.64723,3.13549,3.13549,3.13549,7.47310,32.44571,17.47279,0.20544,0.13935,0.30164,-0.45168,8.54603,0.22884,-3.02543,88.46614,153.13143,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1190,1,16,2.10785,5.20924,1.58465,2.06151,3.28681,1.57677,4.24983,10.80310,2.48621,1.52432,4.48931,0.99563,1.60238,5.49707,1.90532,1.34260,2.68171,1.27006,10.33867,2.12055,3.30703,446.54266,1917.58460,255.98169,3.13549,3.13549,3.13549,11.06111,48.51834,10.07881,0.38220,0.20468,0.20921,-0.33267,8.64963,0.19411,-2.20254,88.71445,149.73743,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1191,1,17,1.72869,4.39170,1.44424,1.51451,2.93981,1.46848,2.29374,8.64249,2.15644,1.35932,3.96324,0.84754,1.40348,3.38146,1.50123,1.06013,2.24655,1.14002,6.24072,2.94351,3.41538,273.25596,1430.36330,219.03746,3.13549,3.13549,3.13549,0.42309,28.95915,2.07373,0.17136,0.10517,0.26438,-0.41025,8.78548,0.20151,-2.67356,88.68606,153.84037,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1192,1,18,1.74546,4.31783,1.31558,1.57802,3.08086,1.37261,2.49015,9.49169,1.88406,1.33904,3.74628,0.88223,1.32759,4.32701,1.08480,1.07210,2.47283,0.96981,7.23365,2.66439,5.50104,286.08378,1442.23501,186.64411,3.13549,3.13549,3.13549,3.45938,27.29528,1.08175,0.21797,0.09380,0.31059,-0.31752,8.83094,0.21745,-2.05919,88.58943,145.59449,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1193,1,19,2.26426,4.84860,1.67898,1.90817,3.26820,1.68721,3.64112,10.68111,2.84667,1.87163,3.78634,1.18893,1.49711,3.95377,1.55665,1.28286,2.61388,1.26565,6.81734,2.58082,3.70759,445.65519,1731.64442,292.42807,3.13549,3.13549,3.13549,19.32424,43.71843,3.46605,0.45639,0.33064,0.32107,-0.31148,8.68512,0.18295,-2.05395,88.79329,149.57240,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1194,1,20,2.79091,5.24962,2.23074,2.33383,3.66439,1.99663,5.44677,13.42775,3.98651,2.04283,4.06601,1.44209,1.63274,5.77876,3.00727,1.57654,3.13850,1.66886,6.25964,1.92277,2.68175,680.71000,2119.07057,462.71974,3.13549,3.13549,3.13549,14.14025,16.51808,6.24671,0.42089,0.27179,0.20241,-0.33717,8.57402,0.18356,-2.25194,88.77352,151.43461,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1195,1,21,2.50301,4.80916,1.78524,2.54401,3.68712,1.68869,6.47199,13.59489,2.85167,1.98231,3.62892,1.22631,1.69294,6.09953,1.37810,1.52797,3.17758,1.25322,10.66584,1.92493,4.83472,657.84117,1890.31284,311.97270,3.13549,3.13549,3.13549,1.94643,23.47486,2.92307,0.44314,0.28273,0.33116,-0.23154,8.62299,0.16662,-1.53811,88.89301,144.26027,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1196,1,22,2.56596,4.85042,1.68904,2.50622,3.39837,1.67515,6.28113,11.54893,2.80613,2.15952,4.29383,1.10461,1.83664,5.55808,1.57328,1.46570,2.87612,1.21232,12.56400,2.07583,5.22388,647.60714,1792.36886,291.94477,3.13549,3.13549,3.13549,28.13943,34.66184,4.49727,0.37259,0.14878,0.35488,-0.25961,8.50891,0.14963,-1.74756,88.99253,150.04169,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1197,1,23,2.52451,5.16963,2.15897,2.39597,3.28723,1.89388,5.74066,10.80588,3.58679,2.24853,4.40984,1.48413,2.29136,5.07253,2.61607,1.54693,2.76512,1.55658,10.17274,2.04293,2.87987,622.18619,1921.97669,424.65461,3.13549,3.13549,3.13549,13.54185,34.22577,9.66607,0.32813,-0.02346,0.33764,-0.15255,8.40662,0.19403,-1.03961,88.67781,128.17553,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1198,1,24,2.37274,5.18901,2.20051,2.78675,3.38454,1.86084,7.76596,11.45514,3.46273,1.72592,4.30513,1.45624,2.23244,5.51552,3.33105,1.56484,2.84851,1.64857,18.81266,2.05086,1.94023,689.56963,1939.62477,427.83860,3.13549,3.13549,3.13549,7.91915,48.66890,9.48713,0.43175,0.32903,0.43076,-0.16016,8.51838,0.22294,-1.07714,88.50082,125.69381,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1199,1,25,2.26044,4.74455,1.97849,2.59524,3.40693,1.71258,6.73525,11.60714,2.93294,1.69282,3.59596,1.45624,2.06339,5.08897,2.56277,1.49498,2.81965,1.38787,23.10781,2.21457,2.53879,610.96655,1736.58530,353.09168,3.13549,3.13549,3.13549,2.23383,38.28006,7.38524,0.41683,0.28858,0.35515,-0.25212,8.65365,0.26869,-1.66883,88.22155,133.17767,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1200,1,26,1.99332,4.28510,1.66216,1.57748,3.16926,1.46606,2.48844,10.04423,2.14933,1.75550,3.24223,1.43786,2.14068,4.54610,1.45910,1.20406,2.56597,1.04881,3.58073,2.61294,4.32986,323.14237,1469.55106,252.20637,3.13549,3.13549,3.13549,22.98389,10.58101,9.33465,0.31248,0.19320,0.17777,-0.20834,8.76062,0.32438,-1.36233,87.87944,122.71126,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1201,1,27,2.09702,4.23094,1.59797,1.47961,3.09435,1.50833,2.18923,9.57498,2.27506,2.25474,3.02105,1.25506,1.91151,4.40222,1.38055,1.06329,2.51376,1.04710,6.51971,2.63109,6.33599,337.63756,1377.06692,246.00753,3.13549,3.13549,3.13549,13.27175,46.42522,12.86756,0.04314,-0.10231,0.15108,-0.36855,8.65682,0.25888,-2.43780,88.28711,144.91498,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1202,1,28,2.33774,4.40766,1.73088,1.86686,3.68729,1.70673,3.48518,13.59614,2.91292,2.29129,2.90636,1.22381,1.94484,5.96951,1.82756,1.29422,3.16154,1.30487,6.37990,2.03812,4.16653,451.92936,1674.47553,290.73762,3.13549,3.13549,3.13549,10.82565,9.07737,19.77471,0.13372,-0.20599,0.48544,-0.41121,8.52700,0.18373,-2.76092,88.76568,155.92527,3.87120,3.87120,3.87120,5,unknown,unknown,running,chest
1203,1,29,2.02792,4.48855,1.38856,2.03556,3.59192,1.30949,4.14351,12.90190,1.71477,1.54942,3.43214,1.10034,1.48591,4.79337,1.37186,1.32079,3.01171,0.97605,8.77819,2.13893,4.44530,425.46208,1640.11156,186.68606,3.13549,3.13549,3.13549,6.95199,57.21225,8.65751,0.34408,0.07140,0.30674,-0.30411,8.73847,0.20684,-1.99315,88.64406,145.77834,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1204,1,30,1.82972,3.78993,1.38996,1.59353,3.03638,1.26013,2.53935,9.21962,1.58794,1.54938,3.33886,1.05757,1.50614,3.17875,1.21264,1.03480,2.35959,0.93090,14.59818,3.16659,4.63465,309.31611,1244.25359,185.24514,3.17805,3.17805,3.17805,7.29916,4.13651,3.72523,0.23955,0.20438,0.10119,-0.36645,8.87676,0.23782,-2.36396,88.46535,147.01744,3.91202,3.91202,3.91202,5,unknown,unknown,running,chest
1205,1,31,1.79660,4.68003,1.49847,1.85553,3.17102,1.28452,3.44300,10.05536,1.64999,1.38185,3.77029,1.09465,1.61031,4.88731,1.25424,1.09078,2.66291,0.93411,21.44467,2.25377,5.19441,344.17316,1597.99383,199.95614,3.13549,3.13549,3.13549,3.98720,52.25685,8.60213,0.23672,-0.01841,0.16835,-0.27089,8.77597,0.22604,-1.76803,88.52458,140.15767,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1206,1,32,1.99656,5.54569,1.79922,2.29830,3.23358,1.61126,5.28220,10.45602,2.59617,1.58792,5.05162,1.37329,1.67387,4.73431,1.71179,1.22191,2.72244,1.20293,15.94108,1.98586,4.36113,465.14192,2180.64233,306.21148,3.17805,3.17805,3.17805,32.33138,3.71264,7.85353,0.36805,0.25916,0.18639,-0.11410,8.71587,0.10629,-0.75000,89.30132,137.02897,3.91202,3.91202,3.91202,5,unknown,unknown,running,chest
1207,1,33,2.08982,5.37808,2.11742,1.93355,3.24045,1.90221,3.73861,10.50052,3.61840,1.66265,4.90933,1.35466,1.45842,5.13945,3.19625,1.17114,2.71067,1.59226,16.03631,2.05357,2.81475,417.26487,2017.38934,416.90424,3.13549,3.13549,3.13549,9.22124,36.65084,9.88354,0.29520,0.13723,0.19291,-0.08592,8.73044,0.12514,-0.56387,89.17879,124.47402,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1208,1,34,2.05833,4.59104,1.98402,1.76376,3.21484,1.95101,3.11083,10.33520,3.80643,1.53337,3.79275,1.19203,1.62063,4.88037,2.39927,1.27585,2.65383,1.54673,5.49345,2.32464,3.95038,374.03203,1625.49489,391.03694,3.13549,3.13549,3.13549,16.84049,11.96482,20.40059,0.54603,0.07343,0.39801,-0.13255,8.69171,0.26501,-0.87373,88.25361,116.57392,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1209,1,35,2.23536,4.92704,1.87224,2.15706,3.45174,1.99930,4.65293,11.91449,3.99721,1.45065,4.60049,1.04913,2.37203,5.54005,2.03615,1.59957,2.88614,1.56009,5.50569,2.04738,3.80994,497.81652,1857.81647,387.18358,3.13549,3.13549,3.13549,6.44499,29.14471,2.67169,0.54085,0.21167,0.55301,-0.30951,8.57476,0.31757,-2.06720,87.87900,134.26349,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1210,1,36,2.46261,5.34102,2.12277,2.70359,3.65327,1.99570,7.30942,13.34639,3.98282,1.75330,5.07409,1.14031,2.19032,6.29373,3.10006,1.68161,3.12623,1.67284,15.40737,1.75911,2.69726,679.08573,2116.69711,434.92044,3.13549,3.13549,3.13549,22.68382,50.14828,13.43483,0.36043,0.17466,0.58886,-0.35542,8.44675,0.35061,-2.40944,87.62311,135.39003,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1211,1,37,2.66391,5.61388,2.14015,2.90262,3.45456,1.93497,8.42519,11.93398,3.74411,1.88535,5.55096,1.29065,2.05041,5.42015,1.96162,1.69150,2.88839,1.53742,14.07053,1.93074,3.30673,799.92101,2242.51478,430.32259,3.13549,3.13549,3.13549,7.62977,24.12746,2.91503,0.39256,0.26535,0.40214,-0.38923,8.47460,0.31871,-2.62969,87.84627,140.68881,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1212,1,38,2.31863,5.55611,2.03473,2.33775,3.38430,1.97690,5.46507,11.45348,3.90813,1.83625,4.43462,1.27289,1.68864,5.08779,1.69988,1.42804,2.83252,1.52715,13.07204,2.15129,3.37514,559.98824,2170.41771,414.94602,3.13549,3.13549,3.13549,1.51039,34.91667,6.69721,0.43445,0.17776,0.24971,-0.46805,8.52034,0.33678,-3.14427,87.73650,144.26370,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1213,1,39,2.19808,4.79290,1.95358,2.17867,3.50850,1.98112,4.74661,12.30954,3.92485,1.64086,3.54165,1.15755,1.96186,5.16810,2.03100,1.48572,2.90500,1.54938,8.54586,2.30147,3.54690,493.54277,1827.19307,399.14477,3.13549,3.13549,3.13549,7.85008,7.53021,5.82951,0.54372,0.18729,0.53212,-0.39205,8.47258,0.37706,-2.64934,87.45183,136.11662,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1214,1,40,2.41038,4.71752,1.87648,2.22814,3.43094,2.04407,4.96460,11.77133,4.17820,1.81916,3.58288,0.95548,2.38054,5.40488,1.87765,1.54817,2.92714,1.53393,6.93546,2.11883,5.06811,546.83219,1731.09141,397.00200,3.13549,3.13549,3.13549,21.72908,38.60401,4.40179,0.46548,0.00161,0.36002,-0.42574,8.39143,0.36653,-2.90441,87.49894,139.27364,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1215,1,41,2.29322,5.06878,1.91154,1.96402,3.67290,1.96243,3.85737,13.49018,3.85114,1.83400,3.79971,1.31561,2.04985,5.53190,2.00845,1.41577,3.20061,1.50288,5.56379,1.85501,4.80486,468.95516,2030.52551,384.12005,3.13549,3.13549,3.13549,11.27647,3.51818,12.71327,0.35772,-0.05149,0.34879,-0.41082,8.38312,0.39147,-2.80556,87.32641,136.38180,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1216,1,42,2.11008,5.32899,1.53562,1.86345,3.33557,1.47836,3.47246,11.12605,2.18555,1.53371,4.80234,0.86848,1.85770,4.69202,1.77439,1.32537,2.76226,1.19574,7.58261,2.07312,3.09808,407.72912,1998.78187,234.83139,3.13549,3.13549,3.13549,10.09742,49.07619,0.00179,0.52282,0.10278,0.35285,-0.31177,8.55030,0.36300,-2.08825,87.56897,130.65803,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1217,1,43,2.01085,4.74865,1.61242,1.68950,3.19409,1.64170,2.85442,10.20223,2.69518,1.82171,4.12763,0.86471,2.34134,4.45527,2.17632,1.24907,2.58095,1.33400,9.46209,2.38950,3.16846,355.99232,1688.53023,273.25059,3.13549,3.13549,3.13549,6.81116,21.56330,3.45115,0.46459,0.00245,0.14651,-0.36375,8.64015,0.33543,-2.41076,87.77674,137.31946,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1218,1,44,2.40032,4.70523,1.94453,2.23512,3.44316,1.87292,4.99574,11.85534,3.50783,1.91695,4.08554,1.03113,2.21172,5.83433,2.70878,1.43066,2.88537,1.58735,18.82102,2.07253,2.58785,549.24022,1756.24587,376.05520,3.13549,3.13549,3.13549,17.84309,15.89839,5.52925,0.43912,0.15042,0.53938,-0.38059,8.64266,0.33993,-2.52144,87.74762,138.22951,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1219,1,45,2.59018,4.83395,1.94128,2.29307,3.26351,1.74625,5.25815,10.65050,3.04938,2.05396,4.08554,1.23367,2.13131,4.91437,2.17699,1.48510,2.78531,1.43170,16.18407,2.14019,3.17747,613.31412,1727.55640,352.16352,3.13549,3.13549,3.13549,16.22099,41.06985,4.57397,0.42314,0.03930,0.55891,-0.48891,8.62121,0.32580,-3.24578,87.83577,146.32106,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1220,1,46,2.26340,4.86120,1.99207,2.03895,3.39310,1.70995,4.15730,11.51314,2.92394,1.93062,3.55976,1.25606,2.49071,5.16919,2.21879,1.43617,2.90976,1.38684,10.91999,2.08149,4.25159,476.76669,1820.17072,354.87402,3.13549,3.13549,3.13549,12.12202,9.46980,8.99600,0.36872,0.03231,0.58622,-0.52053,8.65341,0.37587,-3.44236,87.51284,144.16695,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1221,1,47,2.41304,5.19775,2.03076,2.17288,3.32278,1.57070,4.72141,11.04085,2.46711,1.99045,4.47779,1.49097,1.99290,5.38974,2.26585,1.44474,2.81743,1.25340,9.35194,1.98055,4.74479,544.03515,1932.12821,341.07749,3.13549,3.13549,3.13549,7.71977,44.23973,3.83865,0.52115,0.24701,0.59091,-0.44775,8.80099,0.39098,-2.91238,87.45630,138.87157,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1222,1,48,2.15475,4.45755,1.91669,1.72492,3.06433,1.67238,2.97536,9.39011,2.79686,1.83455,4.06085,1.40756,1.92559,3.67507,2.08935,1.26244,2.40986,1.29891,6.00582,2.72866,3.49846,393.65160,1516.40345,334.11903,3.13549,3.13549,3.13549,6.14501,6.17619,5.41263,0.61369,0.09207,0.43756,-0.53768,8.82015,0.40349,-3.48843,87.38078,143.11452,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
1223,1,49,1.87289,4.42004,1.80828,1.86556,3.25795,1.85504,3.48033,10.61427,3.44119,1.24638,3.65560,1.11044,1.71717,4.93387,1.77145,1.31886,2.65771,1.41224,6.96309,2.47037,4.45292,360.66455,1550.52634,346.09885,3.13549,3.13549,3.13549,4.14798,23.41443,4.91053,0.60419,0.20848,0.62197,-0.50392,8.68670,0.42762,-3.32002,87.18177,139.68230,3.89182,3.89182,3.89182,5,unknown,unknown,running,chest
